path,kind,bytes,sha256,source,status,public_path,basis,reason
MANIFEST.csv,reference,175573,00ff386397910781e8f1ae74c71cdf654f1afaee79d846bd1ce49a326abaac7e,R19 supplementary archive,excluded,,docs/PROVENANCE.md,Not a current public input: duplicate/historical/internal verification material; selected counterparts or documented workflow provided
R16/audits/r15_20260917/results/models/adapt_exiD_1_1.0_target_median.csv,sample_array_or_model,1182,63b0c5e71d6ee746283fc3577ac385ef6f9cd09fc22adb0b23f419456516836e,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_42_0.1_target_median.csv,sample_array_or_model,1196,9e94f33f376c60b95c2eebdfb7ecf84469b036e83b484339063e14577a60b360,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_42_0.2_target_median.csv,sample_array_or_model,1176,7832859c80987e260ae4804a7d0ccc6bb77308d6eee3be86e37af3602dc9afaf,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_42_0.4_target_median.csv,sample_array_or_model,1174,f1d1b40e05312708fedc1bcfbb277a9d171d6f4a3e05f095864dae9be488541e,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_42_0.6_target_median.csv,sample_array_or_model,1195,4efd0f4a9a5324dec911a9adac84a27000f53ab4547a8d9c94b9cf39076164f6,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_exiD_42_1.0_target_median.csv,sample_array_or_model,1189,1f3dd0cd450f688d9a2e0c302f0c5623a2d254644992e56d5d3c4f9cc5eb2849,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_source_0_median.csv,sample_array_or_model,1281,45feb91c79c9209dc6542998870b9f6d86e758cc00ddb55efbf1f344b507c583,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_source_1_median.csv,sample_array_or_model,1281,45feb91c79c9209dc6542998870b9f6d86e758cc00ddb55efbf1f344b507c583,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_source_42_median.csv,sample_array_or_model,1281,45feb91c79c9209dc6542998870b9f6d86e758cc00ddb55efbf1f344b507c583,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_0_0.1_target_median.csv,sample_array_or_model,1219,213f0df1bb6c7a986ece63a1e011e4f8a26849371816aa30f797b604a5d62fe2,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_0_0.2_target_median.csv,sample_array_or_model,1231,ddb29992ba2271a21af1e8eac11d93a86a144a8296f1b5584f69a6fc2fc094ad,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_0_0.4_target_median.csv,sample_array_or_model,1170,ee0bd96a15e8aa3284c02f8d6c3529588f766cb8b5d50f12014cde460b776f52,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_0_0.6_target_median.csv,sample_array_or_model,1208,d618c73ff8a428b220e43e470cbc28fedf2dca64af5b15339401ec671b367562,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_0_1.0_target_median.csv,sample_array_or_model,1223,f2bef0624d211245a41a63548f9129c6b764fd1b1e817310c56cca25f64d6f81,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_1_0.1_target_median.csv,sample_array_or_model,1165,877524e0a9c24c896beada3f36f2819be9149b51408528d729b3dcac650fc5a0,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_1_0.2_target_median.csv,sample_array_or_model,1154,6a7cabd0ada3c80184efc583618cd99d58c09401985985fbc25d2294c943bda3,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_1_0.4_target_median.csv,sample_array_or_model,1198,0bc09a2fc68d95d83ab6714c5722ad4e7248a710c756dc9bc4dcb55d32595ac0,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_1_0.6_target_median.csv,sample_array_or_model,1180,137d5a2d503cd67fb564f4e88128f39925c6d9258ab144e692367b72b0017f35,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_1_1.0_target_median.csv,sample_array_or_model,1176,5b2eb9c4c495f0732bdb1739f783c28349062f47e3a81c3ae068804d4c0b567b,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_42_0.1_target_median.csv,sample_array_or_model,1243,5adbe5bdff8ead16ff17d9a5581382733b958e0a66bd833b2ec8a9f9a9586afc,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_42_0.2_target_median.csv,sample_array_or_model,1178,faebc6f3a9e99c2e43f92dbbd3d20a625780a45f968f56c8db57316b249f1449,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_42_0.4_target_median.csv,sample_array_or_model,1135,ce5f47045a94486a44498e297d8ea74b537ce274ec551fed14c15aa9e193d4e6,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_42_0.6_target_median.csv,sample_array_or_model,1224,952a3e98be5b8df8ac7427c1014e71dfd0ff05ba4adf2fa5b0dd6ebdfc248257,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/adapt_uniD_42_1.0_target_median.csv,sample_array_or_model,1232,4add7873b5967109e72099c2eb9289eb3c048bf9c13fd4f09798ae3a5f72e022,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/xgb_source_median_before_0_median.csv,sample_array_or_model,1281,45feb91c79c9209dc6542998870b9f6d86e758cc00ddb55efbf1f344b507c583,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/xgb_source_median_before_1_median.csv,sample_array_or_model,1281,45feb91c79c9209dc6542998870b9f6d86e758cc00ddb55efbf1f344b507c583,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/xgb_source_median_before_42_median.csv,sample_array_or_model,1281,45feb91c79c9209dc6542998870b9f6d86e758cc00ddb55efbf1f344b507c583,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/xgb_train_median_after_0_median.csv,sample_array_or_model,1258,caec6676da71a01d55b3838307c23ee7c75f82a98dc8287002430645b8602404,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/xgb_train_median_after_1_median.csv,sample_array_or_model,1271,790aab9cccf38e69d8d809dc1dcb49095b80a5102168c91bc73988920d5443fd,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Keyed samples/labels/features or learned source-derived contents: applicable redistribution/non-reconstruction and mixed-license scope not established; preserve privately
R16/audits/r15_20260917/results/models/xgb_train_median_after_42.ubj,sample_array_or_model,1887798,fec7340c523cfa123ff18d57b8eaa613096e8a47e8a2bb59607aed12dde7fb89,R19 supplementary archive,pending_rights,,DATA_LICENSES.md provider-specific links,Mixed-source checkpoint: highD non-commercial abstract-derivative conditions and NGSIM CC BY-SA/MiTra CC BY scope require compatibility clarification; no blanket model prohibition claimed.
